prey growth rate,0.5
prey death rate,0.002
predator 1 growth rate,0.00025
predator 1 death rate,0.11
predator 2 growth rate,0.00023
predator 2 death rate,0.1
x,500
y,100
z,100
n,20000
t (days),500

timestep,x,y,z
449.525,673.293,85.5397,148.548
449.55,673.824,85.6647,148.752
449.575,674.343,85.7901,148.957
449.6,674.852,85.916,149.162
449.625,675.35,86.0423,149.368
449.65,675.838,86.1691,149.575
449.675,676.314,86.2963,149.783
449.7,676.779,86.424,149.991
449.725,677.233,86.5521,150.2
449.75,677.676,86.6807,150.41
449.775,678.108,86.8097,150.621
449.8,678.528,86.939,150.832
449.825,678.938,87.0689,151.043
449.85,679.336,87.1991,151.256
449.875,679.722,87.3297,151.469
449.9,680.097,87.4608,151.682
449.925,680.46,87.5922,151.897
449.95,680.812,87.7241,152.112
449.975,681.152,87.8563,152.327
450,681.481,87.9889,152.543
450.025,681.798,88.1219,152.76
450.05,682.102,88.2552,152.977
450.075,682.396,88.389,153.195
450.1,682.677,88.5231,153.413
450.125,682.946,88.6575,153.632
450.15,683.203,88.7923,153.852
450.175,683.449,88.9274,154.072
450.2,683.682,89.0629,154.292
450.225,683.903,89.1987,154.513
450.25,684.112,89.3348,154.735
450.275,684.309,89.4713,154.957
450.3,684.493,89.6081,155.18
450.325,684.665,89.7452,155.403
450.35,684.825,89.8825,155.626
450.375,684.973,90.0202,155.85
450.4,685.108,90.1582,156.075
450.425,685.231,90.2965,156.299
450.45,685.341,90.435,156.525
450.475,685.439,90.5738,156.75
450.5,685.525,90.7129,156.977
450.525,685.598,90.8522,157.203
450.55,685.658,90.9918,157.43
450.575,685.706,91.1316,157.657
450.6,685.741,91.2717,157.885
450.625,685.764,91.412,158.113
450.65,685.774,91.5525,158.341
450.675,685.771,91.6932,158.57
450.7,685.756,91.8342,158.799
450.725,685.728,91.9753,159.028
450.75,685.687,92.1167,159.258
450.775,685.633,92.2582,159.488
450.8,685.567,92.4,159.718
450.825,685.488,92.5419,159.948
450.85,685.396,92.6839,160.179
450.875,685.292,92.8262,160.41
450.9,685.175,92.9685,160.641
450.925,685.045,93.1111,160.873
450.95,684.902,93.2537,161.104
450.975,684.746,93.3966,161.336
451,684.578,93.5395,161.568
451.025,684.396,93.6825,161.8
451.05,684.202,93.8257,162.033
451.075,683.996,93.9689,162.265
451.1,683.776,94.1123,162.498
451.125,683.544,94.2557,162.73
451.15,683.298,94.3992,162.963
451.175,683.041,94.5428,163.196
451.2,682.77,94.6864,163.429
451.225,682.486,94.8301,163.662
451.25,682.19,94.9739,163.895
451.275,681.881,95.1176,164.128
451.3,681.56,95.2614,164.362
451.325,681.226,95.4053,164.595
451.35,680.879,95.5491,164.828
451.375,680.519,95.693,165.061
451.4,680.147,95.8368,165.295
451.425,679.762,95.9807,165.528
451.45,679.364,96.1245,165.761
451.475,678.954,96.2683,165.994
451.5,678.532,96.412,166.227
451.525,678.097,96.5557,166.46
451.55,677.649,96.6994,166.693
451.575,677.189,96.843,166.925
451.6,676.717,96.9865,167.158
451.625,676.232,97.13,167.391
451.65,675.735,97.2733,167.623
451.675,675.226,97.4166,167.855
451.7,674.704,97.5598,168.087
451.725,674.17,97.7028,168.319
451.75,673.624,97.8457,168.55
451.775,673.066,97.9885,168.782
451.8,672.495,98.1312,169.013
451.825,671.913,98.2737,169.244
451.85,671.318,98.4161,169.474
451.875,670.712,98.5583,169.705
451.9,670.093,98.7003,169.935
451.925,669.463,98.8422,170.165
451.95,668.821,98.9838,170.394
451.975,668.167,99.1253,170.623
452,667.501,99.2665,170.852
452.025,666.824,99.4076,171.08
452.05,666.135,99.5484,171.308
452.075,665.435,99.689,171.536
452.1,664.723,99.8293,171.763
452.125,663.999,99.9694,171.99
452.15,663.265,100.109,172.217
452.175,662.519,100.249,172.443
452.2,661.761,100.388,172.668
452.225,660.993,100.527,172.894
452.25,660.213,100.666,173.118
452.275,659.423,100.804,173.342
452.3,658.621,100.942,173.566
452.325,657.808,101.08,173.789
452.35,656.985,101.217,174.012
452.375,656.151,101.355,174.234
452.4,655.306,101.491,174.455
452.425,654.451,101.628,174.676
452.45,653.585,101.764,174.897
452.475,652.708,101.899,175.116
452.5,651.821,102.035,175.335
452.525,650.924,102.17,175.554
452.55,650.017,102.304,175.772
452.575,649.099,102.438,175.989
452.6,648.172,102.572,176.206
452.625,647.234,102.705,176.421
452.65,646.287,102.838,176.637
452.675,645.329,102.97,176.851
452.7,644.362,103.102,177.065
452.725,643.385,103.234,177.278
452.75,642.399,103.365,177.49
452.775,641.403,103.495,177.702
452.8,640.398,103.625,177.912
452.825,639.384,103.755,178.122
452.85,638.36,103.884,178.331
452.875,637.327,104.012,178.54
452.9,636.285,104.14,178.747
452.925,635.235,104.268,178.954
452.95,634.175,104.395,179.16
452.975,633.107,104.521,179.365
453,632.03,104.647,179.569
453.025,630.944,104.772,179.772
453.05,629.85,104.897,179.974
453.075,628.748,105.021,180.176
453.1,627.637,105.145,180.376
453.125,626.519,105.268,180.576
453.15,625.392,105.39,180.774
453.175,624.257,105.512,180.972
453.2,623.114,105.633,181.169
453.225,621.964,105.754,181.364
453.25,620.806,105.874,181.559
453.275,619.64,105.993,181.753
453.3,618.467,106.112,181.946
453.325,617.286,106.23,182.137
453.35,616.098,106.347,182.328
453.375,614.903,106.464,182.517
453.4,613.701,106.58,182.706
453.425,612.493,106.695,182.893
453.45,611.277,106.81,183.08
453.475,610.054,106.924,183.265
453.5,608.825,107.037,183.449
453.525,607.589,107.15,183.632
453.55,606.347,107.262,183.814
453.575,605.099,107.373,183.995
453.6,603.844,107.483,184.174
453.625,602.583,107.593,184.353
453.65,601.317,107.702,184.53
453.675,600.044,107.81,184.706
453.7,598.765,107.918,184.881
453.725,597.481,108.024,185.055
453.75,596.192,108.13,185.227
453.775,594.896,108.235,185.399
453.8,593.596,108.34,185.569
453.825,592.29,108.443,185.738
453.85,590.979,108.546,185.905
453.875,589.663,108.648,186.071
453.9,588.342,108.75,186.237
453.925,587.016,108.85,186.4
453.95,585.686,108.95,186.563
453.975,584.351,109.048,186.724
454,583.011,109.146,186.884
454.025,581.667,109.244,187.043
454.05,580.319,109.34,187.2
454.075,578.966,109.435,187.356
454.1,577.61,109.53,187.511
454.125,576.249,109.624,187.664
454.15,574.885,109.717,187.816
454.175,573.517,109.809,187.967
454.2,572.145,109.9,188.116
454.225,570.77,109.99,188.264
454.25,569.391,110.08,188.41
454.275,568.009,110.168,188.555
454.3,566.623,110.256,188.699
454.325,565.235,110.343,188.841
454.35,563.843,110.429,188.982
454.375,562.449,110.514,189.122
454.4,561.052,110.598,189.26
454.425,559.652,110.681,189.397
454.45,558.249,110.763,189.532
454.475,556.844,110.845,189.666
454.5,555.436,110.925,189.798
454.525,554.027,111.005,189.929
454.55,552.615,111.083,190.059
454.575,551.2,111.161,190.187
454.6,549.784,111.238,190.313
454.625,548.366,111.314,190.438
454.65,546.946,111.389,190.562
454.675,545.525,111.463,190.684
454.7,544.102,111.536,190.805
454.725,542.677,111.608,190.924
454.75,541.251,111.679,191.042
454.775,539.824,111.749,191.158
454.8,538.395,111.818,191.273
454.825,536.965,111.887,191.386
454.85,535.534,111.954,191.498
454.875,534.103,112.02,191.608
454.9,532.67,112.086,191.716
454.925,531.237,112.15,191.824
454.95,529.803,112.214,191.929
454.975,528.368,112.276,192.033
455,526.933,112.338,192.136
455.025,525.498,112.398,192.237
455.05,524.062,112.458,192.336
455.075,522.626,112.517,192.434
455.1,521.19,112.574,192.531
455.125,519.754,112.631,192.626
455.15,518.318,112.686,192.719
455.175,516.883,112.741,192.811
455.2,515.447,112.795,192.901
455.225,514.012,112.847,192.99
455.25,512.577,112.899,193.077
455.275,511.143,112.95,193.163
455.3,509.709,113,193.247
455.325,508.276,113.048,193.329
455.35,506.843,113.096,193.41
455.375,505.412,113.143,193.489
455.4,503.981,113.189,193.567
455.425,502.552,113.233,193.643
455.45,501.123,113.277,193.718
455.475,499.695,113.32,193.791
455.5,498.269,113.362,193.863
455.525,496.844,113.402,193.933
455.55,495.42,113.442,194.001
455.575,493.998,113.481,194.068
455.6,492.578,113.519,194.133
455.625,491.158,113.556,194.197
455.65,489.741,113.591,194.259
455.675,488.325,113.626,194.32
455.7,486.911,113.66,194.379
455.725,485.499,113.693,194.436
455.75,484.089,113.725,194.492
455.775,482.681,113.756,194.547
455.8,481.275,113.785,194.599
455.825,479.871,113.814,194.651
455.85,478.47,113.842,194.7
455.875,477.07,113.869,194.748
455.9,475.673,113.895,194.795
455.925,474.278,113.92,194.84
455.95,472.886,113.944,194.884
455.975,471.497,113.967,194.925
456,470.11,113.989,194.966
456.025,468.725,114.01,195.005
456.05,467.343,114.03,195.042
456.075,465.964,114.049,195.078
456.1,464.588,114.067,195.112
456.125,463.215,114.084,195.145
456.15,461.845,114.1,195.176
456.175,460.478,114.115,195.205
456.2,459.113,114.129,195.233
456.225,457.752,114.142,195.26
456.25,456.394,114.154,195.285
456.275,455.039,114.165,195.309
456.3,453.688,114.176,195.331
456.325,452.34,114.185,195.351
456.35,450.995,114.193,195.37
456.375,449.653,114.201,195.387
456.4,448.315,114.207,195.403
456.425,446.981,114.213,195.418
456.45,445.65,114.217,195.431
456.475,444.323,114.221,195.442
456.5,442.999,114.223,195.452
456.525,441.679,114.225,195.461
456.55,440.363,114.226,195.468
456.575,439.051,114.225,195.473
456.6,437.742,114.224,195.477
456.625,436.437,114.222,195.48
456.65,435.136,114.219,195.481
456.675,433.839,114.215,195.481
456.7,432.547,114.21,195.479
456.725,431.258,114.205,195.476
456.75,429.973,114.198,195.471
456.775,428.692,114.19,195.465
456.8,427.415,114.182,195.457
456.825,426.143,114.172,195.448
456.85,424.875,114.162,195.438
456.875,423.611,114.151,195.426
456.9,422.351,114.139,195.413
456.925,421.096,114.126,195.398
456.95,419.844,114.112,195.382
456.975,418.598,114.097,195.365
457,417.355,114.081,195.346
457.025,416.118,114.065,195.325
457.05,414.884,114.047,195.304
457.075,413.655,114.029,195.281
457.1,412.431,114.01,195.256
457.125,411.211,113.989,195.231
457.15,409.996,113.969,195.203
457.175,408.785,113.947,195.175
457.2,407.579,113.924,195.145
457.225,406.377,113.901,195.114
457.25,405.181,113.876,195.081
457.275,403.989,113.851,195.047
457.3,402.801,113.825,195.012
457.325,401.619,113.798,194.976
457.35,400.441,113.77,194.938
457.375,399.268,113.742,194.899
457.4,398.099,113.712,194.858
457.425,396.936,113.682,194.817
457.45,395.777,113.651,194.773
457.475,394.624,113.619,194.729
457.5,393.475,113.587,194.684
457.525,392.331,113.553,194.637
457.55,391.192,113.519,194.589
457.575,390.058,113.484,194.539
457.6,388.929,113.448,194.488
457.625,387.804,113.412,194.437
457.65,386.685,113.374,194.383
457.675,385.571,113.336,194.329
457.7,384.462,113.297,194.273
457.725,383.358,113.257,194.217
457.75,382.259,113.217,194.159
457.775,381.164,113.176,194.099
457.8,380.075,113.134,194.039
457.825,378.991,113.091,193.977
457.85,377.913,113.048,193.914
457.875,376.839,113.003,193.85
457.9,375.77,112.958,193.785
457.925,374.707,112.913,193.719
457.95,373.648,112.866,193.651
457.975,372.595,112.819,193.583
458,371.547,112.771,193.513
458.025,370.504,112.722,193.442
458.05,369.466,112.673,193.37
458.075,368.433,112.623,193.297
458.1,367.405,112.572,193.223
458.125,366.383,112.521,193.147
458.15,365.366,112.469,193.071
458.175,364.354,112.416,192.993
458.2,363.347,112.363,192.914
458.225,362.345,112.308,192.835
458.25,361.349,112.254,192.754
458.275,360.358,112.198,192.672
458.3,359.372,112.142,192.589
458.325,358.391,112.085,192.505
458.35,357.415,112.028,192.42
458.375,356.445,111.969,192.334
458.4,355.48,111.911,192.246
458.425,354.52,111.851,192.158
458.45,353.565,111.791,192.069
458.475,352.615,111.73,191.979
458.5,351.671,111.669,191.888
458.525,350.732,111.607,191.795
458.55,349.798,111.545,191.702
458.575,348.869,111.481,191.608
458.6,347.946,111.418,191.513
458.625,347.028,111.353,191.417
458.65,346.115,111.288,191.32
458.675,345.207,111.223,191.222
458.7,344.304,111.156,191.123
458.725,343.407,111.09,191.023
458.75,342.515,111.022,190.922
458.775,341.628,110.954,190.82
458.8,340.746,110.886,190.718
458.825,339.869,110.817,190.614
458.85,338.998,110.747,190.51
458.875,338.132,110.677,190.404
458.9,337.271,110.606,190.298
458.925,336.415,110.535,190.191
458.95,335.564,110.463,190.083
458.975,334.719,110.391,189.974
459,333.878,110.318,189.864
459.025,333.043,110.244,189.754
459.05,332.213,110.17,189.642
459.075,331.388,110.096,189.53
459.1,330.569,110.021,189.417
459.125,329.754,109.945,189.303
459.15,328.945,109.869,189.188
459.175,328.14,109.793,189.073
459.2,327.341,109.716,188.956
459.225,326.547,109.638,188.839
459.25,325.758,109.56,188.721
459.275,324.974,109.482,188.603
459.3,324.196,109.403,188.483
459.325,323.422,109.324,188.363
459.35,322.653,109.244,188.242
459.375,321.89,109.163,188.12
459.4,321.131,109.082,187.998
459.425,320.378,109.001,187.874
459.45,319.629,108.919,187.75
459.475,318.886,108.837,187.626
459.5,318.148,108.755,187.5
459.525,317.415,108.672,187.374
459.55,316.686,108.588,187.248
459.575,315.963,108.504,187.12
459.6,315.245,108.42,186.992
459.625,314.531,108.335,186.863
459.65,313.823,108.25,186.733
459.675,313.12,108.164,186.603
459.7,312.421,108.079,186.472
459.725,311.728,107.992,186.341
459.75,311.039,107.905,186.209
459.775,310.356,107.818,186.076
459.8,309.677,107.731,185.942
459.825,309.003,107.643,185.808
459.85,308.334,107.554,185.674
459.875,307.67,107.466,185.538
459.9,307.011,107.377,185.402
459.925,306.357,107.287,185.266
459.95,305.708,107.197,185.129
459.975,305.063,107.107,184.991
460,304.423,107.017,184.853
460.025,303.788,106.926,184.714
460.05,303.158,106.835,184.575
460.075,302.533,106.743,184.435
460.1,301.913,106.651,184.294
460.125,301.297,106.559,184.153
460.15,300.686,106.467,184.011
460.175,300.08,106.374,183.869
460.2,299.478,106.28,183.727
460.225,298.882,106.187,183.583
460.25,298.29,106.093,183.44
460.275,297.702,105.999,183.295
460.3,297.12,105.905,183.151
460.325,296.542,105.81,183.005
460.35,295.969,105.715,182.86
460.375,295.4,105.62,182.714
460.4,294.836,105.524,182.567
460.425,294.277,105.428,182.42
460.45,293.723,105.332,182.272
460.475,293.173,105.235,182.124
460.5,292.627,105.139,181.976
460.525,292.087,105.042,181.827
460.55,291.551,104.945,181.677
460.575,291.019,104.847,181.527
460.6,290.492,104.749,181.377
460.625,289.97,104.651,181.226
460.65,289.452,104.553,181.075
460.675,288.938,104.455,180.924
460.7,288.429,104.356,180.772
460.725,287.925,104.257,180.619
460.75,287.425,104.158,180.467
460.775,286.93,104.058,180.314
460.8,286.439,103.959,180.16
460.825,285.953,103.859,180.006
460.85,285.471,103.759,179.852
460.875,284.993,103.658,179.698
460.9,284.52,103.558,179.543
460.925,284.051,103.457,179.387
460.95,283.587,103.356,179.232
460.975,283.127,103.255,179.076
461,282.672,103.154,178.919
461.025,282.221,103.052,178.763
461.05,281.774,102.95,178.606
461.075,281.331,102.848,178.448
461.1,280.893,102.746,178.291
461.125,280.46,102.644,178.133
461.15,280.03,102.542,177.975
461.175,279.605,102.439,177.816
461.2,279.184,102.336,177.657
461.225,278.768,102.233,177.498
461.25,278.355,102.13,177.339
461.275,277.947,102.027,177.179
461.3,277.544,101.924,177.019
461.325,277.144,101.82,176.859
461.35,276.749,101.716,176.699
461.375,276.358,101.612,176.538
461.4,275.971,101.508,176.377
461.425,275.588,101.404,176.216
461.45,275.21,101.3,176.054
461.475,274.835,101.196,175.893
461.5,274.465,101.091,175.731
461.525,274.099,100.986,175.569
461.55,273.737,100.882,175.406
461.575,273.379,100.777,175.244
461.6,273.026,100.672,175.081
461.625,272.676,100.567,174.918
461.65,272.331,100.461,174.755
461.675,271.99,100.356,174.592
461.7,271.652,100.251,174.428
461.725,271.319,100.145,174.265
461.75,270.99,100.04,174.101
461.775,270.665,99.9338,173.937
461.8,270.344,99.828,173.772
461.825,270.027,99.7221,173.608
461.85,269.714,99.6161,173.443
461.875,269.405,99.5101,173.279
461.9,269.1,99.4039,173.114
461.925,268.799,99.2977,172.949
461.95,268.502,99.1914,172.784
461.975,268.209,99.0851,172.619
462,267.92,98.9787,172.453
462.025,267.635,98.8722,172.288
462.05,267.354,98.7656,172.122
462.075,267.076,98.659,171.956
462.1,266.803,98.5524,171.79
462.125,266.534,98.4457,171.624
462.15,266.268,98.3389,171.458
462.175,266.007,98.2321,171.292
462.2,265.749,98.1253,171.126
462.225,265.495,98.0184,170.959
462.25,265.245,97.9115,170.793
462.275,264.999,97.8045,170.626
462.3,264.757,97.6975,170.46
462.325,264.518,97.5905,170.293
462.35,264.283,97.4834,170.126
462.375,264.053,97.3764,169.96
462.4,263.826,97.2693,169.793
462.425,263.603,97.1622,169.626
462.45,263.383,97.055,169.459
462.475,263.168,96.9479,169.292
462.5,262.956,96.8408,169.125
462.525,262.748,96.7336,168.958
462.55,262.543,96.6264,168.79
462.575,262.343,96.5193,168.623
462.6,262.146,96.4121,168.456
462.625,261.953,96.3049,168.289
462.65,261.764,96.1978,168.122
462.675,261.578,96.0906,167.954
462.7,261.397,95.9834,167.787
462.725,261.218,95.8763,167.62
462.75,261.044,95.7692,167.452
462.775,260.873,95.6621,167.285
462.8,260.706,95.555,167.118
462.825,260.543,95.4479,166.951
462.85,260.383,95.3409,166.783
462.875,260.227,95.2339,166.616
462.9,260.075,95.1269,166.449
462.925,259.926,95.0199,166.282
462.95,259.781,94.913,166.115
462.975,259.64,94.8061,165.947
463,259.502,94.6993,165.78
463.025,259.368,94.5924,165.613
463.05,259.237,94.4857,165.446
463.075,259.11,94.3789,165.279
463.1,258.987,94.2723,165.112
463.125,258.867,94.1656,164.945
463.15,258.751,94.0591,164.779
463.175,258.639,93.9525,164.612
463.2,258.53,93.8461,164.445
463.225,258.424,93.7397,164.279
463.25,258.322,93.6333,164.112
463.275,258.224,93.527,163.945
463.3,258.129,93.4208,163.779
463.325,258.038,93.3146,163.613
463.35,257.951,93.2086,163.447
463.375,257.867,93.1025,163.28
463.4,257.786,92.9966,163.114
463.425,257.709,92.8907,162.948
463.45,257.636,92.7849,162.783
463.475,257.566,92.6792,162.617
463.5,257.499,92.5736,162.451
463.525,257.436,92.468,162.286
463.55,257.377,92.3626,162.12
463.575,257.321,92.2572,161.955
463.6,257.268,92.1519,161.79
463.625,257.219,92.0467,161.625
463.65,257.174,91.9416,161.46
463.675,257.132,91.8366,161.295
463.7,257.093,91.7317,161.13
463.725,257.058,91.6269,160.966
463.75,257.027,91.5221,160.801
463.775,256.999,91.4175,160.637
463.8,256.974,91.313,160.473
463.825,256.953,91.2086,160.309
463.85,256.935,91.1043,160.145
463.875,256.921,91.0001,159.981
463.9,256.91,90.8961,159.818
463.925,256.902,90.7921,159.654
463.95,256.898,90.6883,159.491
463.975,256.898,90.5846,159.328
464,256.901,90.481,159.165
464.025,256.907,90.3775,159.002
464.05,256.916,90.2741,158.84
464.075,256.93,90.1709,158.677
464.1,256.946,90.0678,158.515
464.125,256.966,89.9648,158.353
464.15,256.989,89.8619,158.191
464.175,257.016,89.7592,158.03
464.2,257.046,89.6566,157.868
464.225,257.08,89.5542,157.707
464.25,257.117,89.4519,157.546
464.275,257.157,89.3497,157.385
464.3,257.2,89.2477,157.225
464.325,257.248,89.1458,157.064
464.35,257.298,89.044,156.904
464.375,257.352,88.9424,156.744
464.4,257.409,88.8409,156.584
464.425,257.47,88.7396,156.425
464.45,257.534,88.6385,156.265
464.475,257.601,88.5375,156.106
464.5,257.671,88.4366,155.947
464.525,257.746,88.3359,155.788
464.55,257.823,88.2354,155.63
464.575,257.904,88.135,155.472
464.6,257.988,88.0348,155.314
464.625,258.075,87.9347,155.156
464.65,258.166,87.8348,154.998
464.675,258.26,87.735,154.841
464.7,258.358,87.6355,154.684
464.725,258.459,87.5361,154.527
464.75,258.563,87.4368,154.371
464.775,258.671,87.3378,154.214
464.8,258.782,87.2389,154.058
464.825,258.896,87.1401,153.903
464.85,259.013,87.0416,153.747
464.875,259.134,86.9432,153.592
464.9,259.259,86.845,153.437
464.925,259.386,86.747,153.282
464.95,259.517,86.6492,153.128
464.975,259.652,86.5515,152.973
465,259.789,86.4541,152.82
465.025,259.93,86.3568,152.666
465.05,260.075,86.2597,152.513
465.075,260.222,86.1628,152.36
465.1,260.373,86.0661,152.207
465.125,260.528,85.9695,152.054
465.15,260.685,85.8732,151.902
465.175,260.846,85.7771,151.75
465.2,261.011,85.6811,151.598
465.225,261.178,85.5854,151.447
465.25,261.349,85.4898,151.296
465.275,261.524,85.3945,151.145
465.3,261.701,85.2993,150.995
465.325,261.882,85.2043,150.845
465.35,262.067,85.1096,150.695
465.375,262.254,85.015,150.546
465.4,262.445,84.9207,150.396
465.425,262.64,84.8266,150.247
465.45,262.837,84.7326,150.099
465.475,263.038,84.6389,149.951
465.5,263.243,84.5454,149.803
465.525,263.45,84.4521,149.655
465.55,263.661,84.3591,149.508
465.575,263.876,84.2662,149.361
465.6,264.093,84.1735,149.214
465.625,264.315,84.0811,149.068
465.65,264.539,83.9889,148.922
465.675,264.767,83.8969,148.776
465.7,264.998,83.8051,148.631
465.725,265.232,83.7136,148.486
465.75,265.47,83.6222,148.342
465.775,265.711,83.5311,148.197
465.8,265.955,83.4403,148.054
465.825,266.203,83.3496,147.91
465.85,266.454,83.2592,147.767
465.875,266.709,83.169,147.624
465.9,266.966,83.079,147.481
465.925,267.228,82.9893,147.339
465.95,267.492,82.8998,147.198
465.975,267.76,82.8105,147.056
466,268.031,82.7215,146.915
466.025,268.306,82.6327,146.774
466.05,268.584,82.5442,146.634
466.075,268.865,82.4559,146.494
466.1,269.15,82.3678,146.355
466.125,269.438,82.2799,146.215
466.15,269.729,82.1924,146.077
466.175,270.024,82.105,145.938
466.2,270.322,82.0179,145.8
466.225,270.623,81.9311,145.662
466.25,270.928,81.8444,145.525
466.275,271.237,81.7581,145.388
466.3,271.548,81.672,145.252
466.325,271.863,81.5861,145.115
466.35,272.182,81.5005,144.98
466.375,272.503,81.4151,144.844
466.4,272.829,81.33,144.709
466.425,273.157,81.2452,144.575
466.45,273.489,81.1606,144.441
466.475,273.824,81.0763,144.307
466.5,274.163,80.9922,144.174
466.525,274.505,80.9084,144.041
466.55,274.851,80.8248,143.908
466.575,275.2,80.7415,143.776
466.6,275.552,80.6585,143.644
466.625,275.908,80.5757,143.513
466.65,276.267,80.4932,143.382
466.675,276.63,80.411,143.252
466.7,276.996,80.329,143.122
466.725,277.365,80.2473,142.992
466.75,277.738,80.1659,142.863
466.775,278.114,80.0847,142.734
466.8,278.494,80.0038,142.605
466.825,278.877,79.9232,142.478
466.85,279.263,79.8428,142.35
466.875,279.653,79.7628,142.223
466.9,280.047,79.683,142.096
466.925,280.444,79.6035,141.97
466.95,280.844,79.5242,141.844
466.975,281.248,79.4452,141.719
467,281.655,79.3666,141.594
467.025,282.066,79.2882,141.47
467.05,282.48,79.21,141.346
467.075,282.897,79.1322,141.222
467.1,283.319,79.0546,141.099
467.125,283.743,78.9774,140.976
467.15,284.171,78.9004,140.854
467.175,284.603,78.8237,140.732
467.2,285.038,78.7473,140.611
467.225,285.476,78.6711,140.49
467.25,285.918,78.5953,140.37
467.275,286.363,78.5198,140.25
467.3,286.812,78.4445,140.13
467.325,287.265,78.3696,140.011
467.35,287.721,78.2949,139.893
467.375,288.18,78.2205,139.775
467.4,288.643,78.1464,139.657
467.425,289.109,78.0727,139.54
467.45,289.579,77.9992,139.424
467.475,290.053,77.926,139.307
467.5,290.53,77.8531,139.192
467.525,291.01,77.7806,139.076
467.55,291.494,77.7083,138.962
467.575,291.982,77.6363,138.847
467.6,292.473,77.5646,138.734
467.625,292.967,77.4933,138.62
467.65,293.465,77.4222,138.508
467.675,293.967,77.3515,138.395
467.7,294.472,77.281,138.284
467.725,294.981,77.2109,138.172
467.75,295.494,77.141,138.061
467.775,296.009,77.0715,137.951
467.8,296.529,77.0023,137.841
467.825,297.052,76.9334,137.732
467.85,297.579,76.8649,137.623
467.875,298.109,76.7966,137.515
467.9,298.642,76.7286,137.407
467.925,299.18,76.661,137.3
467.95,299.721,76.5937,137.193
467.975,300.265,76.5267,137.087
468,300.813,76.46,136.981
468.025,301.365,76.3937,136.875
468.05,301.92,76.3277,136.771
468.075,302.479,76.2619,136.667
468.1,303.041,76.1966,136.563
468.125,303.608,76.1315,136.46
468.15,304.177,76.0668,136.357
468.175,304.751,76.0024,136.255
468.2,305.327,75.9383,136.153
468.225,305.908,75.8745,136.052
468.25,306.492,75.8111,135.952
468.275,307.08,75.748,135.852
468.3,307.671,75.6852,135.752
468.325,308.266,75.6228,135.653
468.35,308.865,75.5607,135.555
468.375,309.467,75.4989,135.457
468.4,310.073,75.4375,135.359
468.425,310.683,75.3764,135.263
468.45,311.296,75.3157,135.166
468.475,311.913,75.2553,135.071
468.5,312.534,75.1952,134.976
468.525,313.158,75.1355,134.881
468.55,313.786,75.0761,134.787
468.575,314.417,75.017,134.693
468.6,315.053,74.9583,134.6
468.625,315.692,74.8999,134.508
468.65,316.334,74.8419,134.416
468.675,316.98,74.7842,134.325
468.7,317.63,74.7269,134.234
468.725,318.284,74.6699,134.144
468.75,318.941,74.6133,134.055
468.775,319.602,74.557,133.966
468.8,320.267,74.5011,133.877
468.825,320.935,74.4455,133.789
468.85,321.607,74.3903,133.702
468.875,322.283,74.3354,133.615
468.9,322.962,74.2809,133.529
468.925,323.645,74.2268,133.444
468.95,324.332,74.173,133.359
468.975,325.023,74.1195,133.274
469,325.717,74.0664,133.19
469.025,326.415,74.0137,133.107
469.05,327.117,73.9614,133.024
469.075,327.822,73.9094,132.942
469.1,328.531,73.8577,132.861
469.125,329.244,73.8064,132.78
469.15,329.961,73.7555,132.7
469.175,330.681,73.705,132.62
469.2,331.405,73.6548,132.541
469.225,332.133,73.605,132.463
469.25,332.864,73.5556,132.385
469.275,333.599,73.5065,132.307
469.3,334.338,73.4578,132.231
469.325,335.081,73.4095,132.155
469.35,335.827,73.3615,132.079
469.375,336.577,73.314,132.004
469.4,337.331,73.2668,131.93
469.425,338.088,73.2199,131.856
469.45,338.85,73.1735,131.783
469.475,339.615,73.1274,131.711
469.5,340.383,73.0817,131.639
469.525,341.156,73.0364,131.568
469.55,341.932,72.9915,131.498
469.575,342.712,72.9469,131.428
469.6,343.496,72.9028,131.358
469.625,344.283,72.859,131.29
469.65,345.074,72.8156,131.222
469.675,345.869,72.7726,131.154
469.7,346.668,72.73,131.088
469.725,347.47,72.6877,131.022
469.75,348.276,72.6459,130.956
469.775,349.086,72.6045,130.891
469.8,349.9,72.5634,130.827
469.825,350.717,72.5227,130.764
469.85,351.538,72.4825,130.701
469.875,352.363,72.4426,130.639
469.9,353.191,72.4031,130.577
469.925,354.024,72.364,130.516
469.95,354.859,72.3253,130.456
469.975,355.699,72.287,130.396
470,356.543,72.2492,130.337
470.025,357.39,72.2117,130.279
470.05,358.24,72.1746,130.221
470.075,359.095,72.1379,130.164
470.1,359.953,72.1016,130.108
470.125,360.815,72.0658,130.052
470.15,361.681,72.0303,129.997
470.175,362.55,71.9953,129.943
470.2,363.423,71.9606,129.889
470.225,364.3,71.9264,129.836
470.25,365.181,71.8925,129.784
470.275,366.065,71.8591,129.733
470.3,366.953,71.8261,129.682
470.325,367.844,71.7936,129.631
470.35,368.74,71.7614,129.582
470.375,369.638,71.7296,129.533
470.4,370.541,71.6983,129.485
470.425,371.447,71.6674,129.437
470.45,372.357,71.6369,129.39
470.475,373.271,71.6068,129.344
470.5,374.188,71.5772,129.299
470.525,375.109,71.5479,129.254
470.55,376.034,71.5191,129.21
470.575,376.962,71.4907,129.167
470.6,377.894,71.4628,129.124
470.625,378.829,71.4353,129.083
